week_start,capacity_bytes,drive_type,count
2018-04-09,12000138625024,HDD,1205
2018-04-16,500107862016,HDD,4
2018-04-16,8001563222016,HDD,2
2018-04-16,12000138625024,HDD,3
2018-04-23,500107862016,HDD,20
2018-04-23,6001175126016,HDD,1
2018-04-23,8001563222016,HDD,5
2018-04-23,12000138625024,HDD,1202
2018-04-30,500107862016,HDD,1
2018-04-30,4000787030016,HDD,2
2018-04-30,8001563222016,HDD,5
2018-04-30,12000138625024,HDD,1
2018-05-07,500107862016,HDD,11
2018-05-07,8001563222016,HDD,5
2018-05-07,12000138625024,HDD,1205
2018-05-14,500107862016,HDD,22
2018-05-14,4000787030016,HDD,6
2018-05-14,8001563222016,HDD,5
2018-05-14,12000138625024,HDD,1206
2018-05-21,500107862016,HDD,3
2018-05-21,4000787030016,HDD,8
2018-05-21,8001563222016,HDD,4
2018-05-21,12000138625024,HDD,9
2018-05-28,6001175126016,HDD,1
2018-05-28,8001563222016,HDD,1
2018-05-28,12000138625024,HDD,4
2018-06-04,500107862016,HDD,2
2018-06-04,6001175126016,HDD,1
2018-06-04,8001563222016,HDD,6
2018-06-04,12000138625024,HDD,21
2018-06-04,14000519643136,HDD,79
2018-06-11,500107862016,HDD,4
2018-06-11,6001175126016,HDD,2
2018-06-11,8001563222016,HDD,4
2018-06-11,12000138625024,HDD,6
2018-06-18,500107862016,HDD,1
2018-06-18,6001175126016,HDD,1
2018-06-18,8001563222016,HDD,5
2018-06-18,12000138625024,HDD,4
2018-06-25,8001563222016,HDD,3
2018-06-25,12000138625024,HDD,8
2018-07-02,500107862016,HDD,1
2018-07-02,8001563222016,HDD,4
2018-07-02,12000138625024,HDD,6
2018-07-09,500107862016,HDD,21
2018-07-09,3000592982016,HDD,1
2018-07-09,8001563222016,HDD,1
2018-07-09,12000138625024,HDD,1204
2018-07-16,500107862016,HDD,1
2018-07-16,3000592982016,HDD,1
2018-07-16,8001563222016,HDD,3
2018-07-16,12000138625024,HDD,1207
2018-07-23,500107862016,HDD,20
2018-07-23,3000592982016,HDD,1
2018-07-23,4000787030016,HDD,1
2018-07-23,6001175126016,HDD,1
2018-07-23,8001563222016,HDD,4
2018-07-23,12000138625024,HDD,1203
2018-07-30,500107862016,HDD,1
2018-07-30,8001563222016,HDD,10
2018-07-30,12000138625024,HDD,7
2018-08-06,500107862016,HDD,3
2018-08-06,8001563222016,HDD,3
2018-08-06,12000138625024,HDD,8
2018-08-13,500107862016,HDD,12
2018-08-13,8001563222016,HDD,6
2018-08-13,12000138625024,HDD,2
2018-08-20,500107862016,HDD,2
2018-08-20,8001563222016,HDD,2
2018-08-20,12000138625024,HDD,6
2018-08-27,500107862016,HDD,17
2018-08-27,8001563222016,HDD,4
2018-08-27,10000831348736,HDD,2
2018-08-27,12000138625024,HDD,1210
2018-09-03,8001563222016,HDD,6
2018-09-03,10000831348736,HDD,1
2018-09-03,12000138625024,HDD,3
2018-09-10,500107862016,HDD,1
2018-09-10,6001175126016,HDD,2
2018-09-10,8001563222016,HDD,5
2018-09-10,12000138625024,HDD,5
2018-09-17,8001563222016,HDD,7
2018-09-17,12000138625024,HDD,8
2018-09-24,500107862016,HDD,1
2018-09-24,8001563222016,HDD,4
2018-09-24,12000138625024,HDD,10
2018-10-01,500107862016,HDD,23
2018-10-01,8001563222016,HDD,5
2018-10-01,12000138625024,HDD,14
2018-10-01,14000519643136,HDD,1199
2018-10-08,4000787030016,HDD,1
2018-10-08,8001563222016,HDD,3
2018-10-08,10000831348736,HDD,3
2018-10-08,12000138625024,HDD,47
2018-10-15,500107862016,HDD,1
2018-10-15,4000787030016,HDD,2
2018-10-15,8001563222016,HDD,6
2018-10-15,10000831348736,HDD,3
2018-10-15,12000138625024,HDD,6
2018-10-22,4000787030016,HDD,1
2018-10-22,8001563222016,HDD,4
2018-10-22,10000831348736,HDD,2
2018-10-22,12000138625024,HDD,5
2018-10-29,500107862016,HDD,21
2018-10-29,500107862016,SSD,1
2018-10-29,4000787030016,HDD,2
2018-10-29,8001563222016,HDD,4
2018-10-29,10000831348736,HDD,1
2018-10-29,12000138625024,HDD,1172
2018-11-05,500107862016,HDD,2
2018-11-05,500107862016,SSD,5
2018-11-05,4000787030016,HDD,1
2018-11-05,8001563222016,HDD,4
2018-11-05,10000831348736,HDD,2
2018-11-05,12000138625024,HDD,10
2018-11-12,500107862016,HDD,20
2018-11-12,500107862016,SSD,1
2018-11-12,4000787030016,HDD,1
2018-11-12,8001563222016,HDD,5
2018-11-12,12000138625024,HDD,1210
2018-11-19,500107862016,HDD,2
2018-11-19,500107862016,SSD,1
2018-11-19,4000787030016,HDD,2
2018-11-19,8001563222016,HDD,5
2018-11-19,10000831348736,HDD,1
2018-11-19,12000138625024,HDD,13
2018-11-26,500107862016,HDD,1
2018-11-26,4000787030016,HDD,1
2018-11-26,8001563222016,HDD,8
2018-11-26,10000831348736,HDD,1
2018-11-26,12000138625024,HDD,7
2018-12-03,500107862016,HDD,38
2018-12-03,4000787030016,HDD,1
2018-12-03,8001563222016,HDD,5
2018-12-03,10000831348736,HDD,1
2018-12-03,12000138625024,HDD,2413
2018-12-10,500107862016,HDD,1
2018-12-10,500107862016,SSD,1
2018-12-10,8001563222016,HDD,6
2018-12-10,12000138625024,HDD,7
2018-12-17,500107862016,HDD,23
2018-12-17,500107862016,SSD,4
2018-12-17,2000398934016,SSD,1
2018-12-17,4000787030016,HDD,2
2018-12-17,8001563222016,HDD,6
2018-12-17,10000831348736,HDD,1
2018-12-17,12000138625024,HDD,2415
2018-12-17,14000519643136,HDD,1
2018-12-24,8001563222016,HDD,2
2018-12-24,12000138625024,HDD,3
2018-12-31,500107862016,HDD,22
2018-12-31,500107862016,SSD,3
2018-12-31,2000398934016,SSD,2
2018-12-31,4000787030016,HDD,1
2018-12-31,8001563222016,HDD,6
2018-12-31,12000138625024,HDD,1213
2018-12-31,14000519643136,HDD,18
2019-01-07,500107862016,HDD,1
2019-01-07,4000787030016,HDD,2
2019-01-07,8001563222016,HDD,10
2019-01-07,10000831348736,HDD,3
2019-01-07,12000138625024,HDD,26
2019-01-14,500107862016,HDD,1
2019-01-14,8001563222016,HDD,9
2019-01-14,12000138625024,HDD,5
2019-01-14,14000519643136,HDD,1
2019-01-21,500107862016,HDD,22
2019-01-21,500107862016,SSD,2
2019-01-21,8001563222016,HDD,10
2019-01-21,10000831348736,HDD,1
2019-01-21,12000138625024,HDD,1210
2019-01-21,14000519643136,HDD,2
2019-01-28,8001563222016,HDD,1
2019-01-28,10000831348736,HDD,1
2019-01-28,12000138625024,HDD,9
2019-01-28,14000519643136,HDD,1
2019-02-04,500107862016,HDD,2
2019-02-04,8001563222016,HDD,7
2019-02-04,10000831348736,HDD,1
2019-02-04,12000138625024,HDD,14
2019-02-11,500107862016,HDD,1
2019-02-11,8001563222016,HDD,10
2019-02-11,12000138625024,HDD,20
2019-02-18,500107862016,HDD,1
2019-02-18,8001563222016,HDD,4
2019-02-18,10000831348736,HDD,2
2019-02-18,12000138625024,HDD,8
2019-02-25,500107862016,HDD,41
2019-02-25,8001563222016,HDD,2
2019-02-25,12000138625024,HDD,2031
2019-03-04,480036847616,HDD,20
2019-03-04,500107862016,HDD,1
2019-03-04,8001563222016,HDD,7
2019-03-04,10000831348736,HDD,1
2019-03-04,12000138625024,HDD,522
2019-03-11,8001563222016,HDD,7
2019-03-11,12000138625024,HDD,9
2019-03-18,500107862016,HDD,3
2019-03-18,8001563222016,HDD,6
2019-03-18,12000138625024,HDD,16
2019-03-25,500107862016,HDD,21
2019-03-25,8001563222016,HDD,8
2019-03-25,10000831348736,HDD,1
2019-03-25,12000138625024,HDD,1213
2019-04-01,500107862016,HDD,3
2019-04-01,4000787030016,HDD,2
2019-04-01,8001563222016,HDD,4
2019-04-01,10000831348736,HDD,1
2019-04-01,12000138625024,HDD,17
2019-04-08,500107862016,HDD,3
2019-04-08,4000787030016,HDD,1
2019-04-08,8001563222016,HDD,1
2019-04-08,10000831348736,HDD,2
2019-04-08,12000138625024,HDD,8
2019-04-15,500107862016,HDD,3
2019-04-15,4000787030016,HDD,2
2019-04-15,8001563222016,HDD,10
2019-04-15,12000138625024,HDD,20
2019-04-22,500107862016,HDD,4
2019-04-22,4000787030016,HDD,1
2019-04-22,8001563222016,HDD,4
2019-04-22,12000138625024,HDD,19
2019-04-29,500107862016,HDD,15
2019-04-29,8001563222016,HDD,5
2019-04-29,12000138625024,HDD,1211
2019-05-06,500107862016,HDD,2
2019-05-06,8001563222016,HDD,4
2019-05-06,12000138625024,HDD,23
2019-05-13,500107862016,HDD,20
2019-05-13,4000787030016,HDD,1
2019-05-13,8001563222016,HDD,7
2019-05-13,12000138625024,HDD,1233
2019-05-20,500107862016,HDD,2
2019-05-20,4000787030016,HDD,1
2019-05-20,8001563222016,HDD,7
2019-05-20,12000138625024,HDD,16
2019-05-27,250059350016,SSD,36
2019-05-27,500107862016,HDD,4
2019-05-27,4000787030016,HDD,1
2019-05-27,8001563222016,HDD,2
2019-05-27,12000138625024,HDD,2411
2019-06-03,8001563222016,HDD,10
2019-06-03,10000831348736,HDD,1
2019-06-03,12000138625024,HDD,22
2019-06-10,8001563222016,HDD,11
2019-06-10,12000138625024,HDD,28
2019-06-17,8001563222016,HDD,5
2019-06-17,12000138625024,HDD,20
2019-06-24,250059350016,SSD,1
2019-06-24,8001563222016,HDD,7
2019-06-24,12000138625024,HDD,28
2019-07-01,500107862016,HDD,1
2019-07-01,8001563222016,HDD,8
2019-07-01,12000138625024,HDD,29
2019-07-08,500107862016,HDD,1
2019-07-08,4000787030016,HDD,7
2019-07-08,8001563222016,HDD,11
2019-07-08,12000138625024,HDD,26
2019-07-15,480036847616,HDD,20
2019-07-15,8001563222016,HDD,9
2019-07-15,12000138625024,HDD,570
2019-07-22,480036847616,HDD,20
2019-07-22,500107862016,HDD,1
2019-07-22,8001563222016,HDD,5
2019-07-22,12000138625024,HDD,558
2019-07-29,500107862016,HDD,4
2019-07-29,4000787030016,HDD,2
2019-07-29,8001563222016,HDD,9
2019-07-29,12000138625024,HDD,31
2019-08-05,500107862016,HDD,1
2019-08-05,8001563222016,HDD,12
2019-08-05,12000138625024,HDD,21
2019-08-12,250059350016,SSD,23
2019-08-12,500107862016,HDD,2
2019-08-12,4000787030016,HDD,1
2019-08-12,8001563222016,HDD,3
2019-08-12,12000138625024,HDD,642
2019-08-19,250059350016,SSD,1
2019-08-19,500107862016,HDD,1
2019-08-19,8001563222016,HDD,2
2019-08-19,12000138625024,HDD,20
2019-08-26,250059350016,SSD,4
2019-08-26,500107862016,HDD,2
2019-08-26,4000787030016,HDD,1
2019-08-26,8001563222016,HDD,5
2019-08-26,12000138625024,HDD,40
2019-09-02,500107862016,HDD,4
2019-09-02,8001563222016,HDD,7
2019-09-02,12000138625024,HDD,35
2019-09-09,500107862016,HDD,4
2019-09-09,8001563222016,HDD,7
2019-09-09,12000138625024,HDD,30
2019-09-09,14000519643136,HDD,1
2019-09-16,250059350016,SSD,16
2019-09-16,500107862016,HDD,9
2019-09-16,8001563222016,HDD,7
2019-09-16,12000138625024,HDD,1249
2019-09-23,250059350016,SSD,22
2019-09-23,8001563222016,HDD,3
2019-09-23,12000138625024,HDD,1234
2019-09-30,500107862016,HDD,8
2019-09-30,8001563222016,HDD,10
2019-09-30,12000138625024,HDD,32
2019-10-07,250059350016,SSD,19
2019-10-07,500107862016,HDD,4
2019-10-07,2000398934016,SSD,1
2019-10-07,8001563222016,HDD,3
2019-10-07,10000831348736,HDD,2
2019-10-07,12000138625024,HDD,1207
2019-10-07,16000900661248,HDD,20
2019-10-14,500107862016,HDD,6
2019-10-14,8001563222016,HDD,9
2019-10-14,12000138625024,HDD,30
2019-10-21,500107862016,HDD,2
2019-10-21,8001563222016,HDD,8
2019-10-21,12000138625024,HDD,16
2019-10-21,14000519643136,HDD,1
2019-10-28,250059350016,SSD,40
2019-10-28,500107862016,HDD,3
2019-10-28,4000787030016,HDD,1
2019-10-28,8001563222016,HDD,9
2019-10-28,12000138625024,HDD,2432
2019-11-04,250059350016,SSD,1
2019-11-04,500107862016,HDD,8
2019-11-04,8001563222016,HDD,4
2019-11-04,10000831348736,HDD,1
2019-11-04,12000138625024,HDD,35
2019-11-04,14000519643136,HDD,1
2019-11-11,250059350016,SSD,21
2019-11-11,500107862016,HDD,21
2019-11-11,8001563222016,HDD,6
2019-11-11,10000831348736,HDD,1
2019-11-11,12000138625024,HDD,47
2019-11-11,14000519643136,HDD,2400
2019-11-18,250059350016,SSD,5
2019-11-18,500107862016,HDD,1
2019-11-18,8001563222016,HDD,12
2019-11-18,12000138625024,HDD,56
2019-11-18,14000519643136,HDD,2
2019-11-25,250059350016,SSD,22
2019-11-25,500107862016,HDD,1
2019-11-25,8001563222016,HDD,6
2019-11-25,12000138625024,HDD,1223
2019-11-25,14000519643136,HDD,1
2019-12-02,250059350016,SSD,4
2019-12-02,500107862016,HDD,2
2019-12-02,8001563222016,HDD,6
2019-12-02,10000831348736,HDD,1
2019-12-02,12000138625024,HDD,19
2019-12-09,250059350016,SSD,1
2019-12-09,4000787030016,HDD,1
2019-12-09,8001563222016,HDD,8
2019-12-09,12000138625024,HDD,19
2019-12-09,14000519643136,HDD,1
2019-12-16,250059350016,SSD,42
2019-12-16,500107862016,HDD,3
2019-12-16,8001563222016,HDD,6
2019-12-16,12000138625024,HDD,2397
2019-12-16,16000900661248,HDD,20
2019-12-23,250059350016,SSD,1
2019-12-23,8001563222016,HDD,4
2019-12-23,12000138625024,HDD,13
2019-12-30,250059350016,SSD,9
2019-12-30,8001563222016,HDD,10
2019-12-30,12000138625024,HDD,14
2019-12-30,14000519643136,HDD,1
2020-01-06,250059350016,SSD,13
2020-01-06,8001563222016,HDD,6
2020-01-06,12000138625024,HDD,13
2020-01-13,250059350016,SSD,3
2020-01-13,8001563222016,HDD,8
2020-01-13,12000138625024,HDD,17
2020-01-13,14000519643136,HDD,2
2020-01-20,250059350016,SSD,27
2020-01-20,8001563222016,HDD,3
2020-01-20,10000831348736,HDD,1
2020-01-20,12000138625024,HDD,1200
2020-01-20,14000519643136,HDD,1
2020-01-20,16000900661248,HDD,20
2020-01-27,250059350016,SSD,7
2020-01-27,8001563222016,HDD,8
2020-01-27,12000138625024,HDD,10
2020-02-03,250059350016,SSD,26
2020-02-03,8001563222016,HDD,7
2020-02-03,12000138625024,HDD,17
2020-02-03,14000519643136,HDD,1180
2020-02-03,16000900661248,HDD,20
2020-02-10,250059350016,SSD,7
2020-02-10,500107862016,HDD,1
2020-02-10,8001563222016,HDD,5
2020-02-10,10000831348736,HDD,1
2020-02-10,12000138625024,HDD,14
2020-02-10,14000519643136,HDD,2
2020-02-17,250059350016,SSD,23
2020-02-17,8001563222016,HDD,6
2020-02-17,10000831348736,HDD,1
2020-02-17,12000138625024,HDD,7
2020-02-17,14000519643136,HDD,1203
2020-02-24,250059350016,SSD,2
2020-02-24,4000787030016,HDD,1
2020-02-24,8001563222016,HDD,4
2020-02-24,12000138625024,HDD,12
2020-02-24,14000519643136,HDD,1
2020-03-02,250059350016,SSD,23
2020-03-02,4000787030016,HDD,2
2020-03-02,8001563222016,HDD,3
2020-03-02,12000138625024,HDD,10
2020-03-02,14000519643136,HDD,2
2020-03-09,250059350016,SSD,4
2020-03-09,8001563222016,HDD,3
2020-03-09,12000138625024,HDD,13
2020-03-09,14000519643136,HDD,1
2020-03-16,250059350016,SSD,45
2020-03-16,8001563222016,HDD,1
2020-03-16,12000138625024,HDD,10
2020-03-16,14000519643136,HDD,1203
2020-03-23,250059350016,SSD,11
2020-03-23,8001563222016,HDD,2
2020-03-23,10000831348736,HDD,1
2020-03-23,12000138625024,HDD,1217
2020-03-23,14000519643136,HDD,1
2020-03-30,250059350016,SSD,2
2020-03-30,8001563222016,HDD,6
2020-03-30,12000138625024,HDD,15
2020-04-06,250059350016,SSD,23
2020-04-06,500107862016,HDD,1
2020-04-06,8001563222016,HDD,7
2020-04-06,12000138625024,HDD,1209
2020-04-06,14000519643136,HDD,2
2020-04-13,250059350016,SSD,3
2020-04-13,8001563222016,HDD,3
2020-04-13,12000138625024,HDD,11
2020-04-13,14000519643136,HDD,2
2020-04-20,250059350016,SSD,22
2020-04-20,480036847616,HDD,40
2020-04-20,8001563222016,HDD,2
2020-04-20,10000831348736,HDD,1
2020-04-20,12000138625024,HDD,2248
2020-04-20,14000519643136,HDD,2
2020-04-27,250059350016,SSD,22
2020-04-27,8001563222016,HDD,1
2020-04-27,12000138625024,HDD,1242
2020-04-27,14000519643136,HDD,3
2020-05-04,250059350016,SSD,5
2020-05-04,8001563222016,HDD,3
2020-05-04,12000138625024,HDD,19
2020-05-04,14000519643136,HDD,3
2020-05-11,250059350016,SSD,5
2020-05-11,8001563222016,HDD,1
2020-05-11,12000138625024,HDD,71
2020-05-11,14000519643136,HDD,1
2020-05-18,250059350016,SSD,44
2020-05-18,8001563222016,HDD,6
2020-05-18,12000138625024,HDD,2443
2020-05-18,14000519643136,HDD,2
2020-05-25,250059350016,SSD,1
2020-05-25,8001563222016,HDD,2
2020-05-25,12000138625024,HDD,69
2020-05-25,14000519643136,HDD,35
2020-06-01,250059350016,SSD,3
2020-06-01,8001563222016,HDD,6
2020-06-01,12000138625024,HDD,127
2020-06-08,250059350016,SSD,21
2020-06-08,8001563222016,HDD,5
2020-06-08,12000138625024,HDD,1248
2020-06-08,14000519643136,HDD,1
2020-06-15,250059350016,SSD,21
2020-06-15,500107862016,HDD,1
2020-06-15,8001563222016,HDD,2
2020-06-15,10000831348736,HDD,1
2020-06-15,12000138625024,HDD,1291
2020-06-22,250059350016,SSD,24
2020-06-22,8001563222016,HDD,5
2020-06-22,12000138625024,HDD,83
2020-06-22,14000519643136,HDD,1301
2020-06-29,250059350016,SSD,1
2020-06-29,8001563222016,HDD,2
2020-06-29,12000138625024,HDD,1
